"loan_id","age","annual_income","credit_score","loan_amount","loan_tenure_months","employment_type","dti_ratio","num_delinquencies","default","score_band"
"LN0723",30,601373,663,111735,60,"Salaried",0.11,1,0,"Fair"
"LN0724",45,623621,647,78146,48,"Salaried",0.38,0,0,"Fair"
"LN0725",24,570061,576,158662,48,"Salaried",0.61,3,0,"Poor"
"LN0726",57,749575,742,201990,60,"Salaried",0.36,1,0,"Excellent"
"LN0727",56,624807,619,84362,36,"Self-Employed",0.33,0,0,"Fair"
"LN0728",60,444389,642,178781,36,"Salaried",0.57,0,0,"Fair"
"LN0729",54,882007,648,200666,60,"Salaried",0.06,5,0,"Fair"
"LN0730",58,541218,645,157825,36,"Government",0.15,0,0,"Fair"
"LN0731",43,722136,694,85905,12,"Self-Employed",0.12,3,0,"Good"
"LN0732",25,466698,722,61817,36,"Government",0.41,1,0,"Good"
"LN0733",50,388023,693,81867,36,"Self-Employed",0.27,2,0,"Good"
"LN0734",48,478832,532,191553,12,"Self-Employed",0.36,0,0,"Poor"
"LN0735",29,388632,457,292585,36,"Salaried",0.05,1,0,"Very Poor"
"LN0736",65,706621,621,101998,60,"Government",0.28,0,0,"Fair"
"LN0737",65,289581,635,267762,48,"Self-Employed",0.06,0,0,"Fair"
"LN0738",33,404302,638,66996,12,"Salaried",0.16,1,0,"Fair"
"LN0739",30,605444,539,104284,12,"Self-Employed",0.08,0,0,"Poor"
"LN0740",45,256886,596,143857,24,"Salaried",0.27,0,0,"Fair"
"LN0741",24,499022,504,115602,24,"Self-Employed",0.55,0,0,"Poor"
"LN0742",24,539015,861,164268,24,"Self-Employed",0.27,0,0,"Excellent"
"LN0743",47,869216,694,216794,24,"Salaried",0.41,3,0,"Good"
"LN0744",62,548493,650,233732,36,"Self-Employed",0.18,0,0,"Fair"
"LN0745",28,495343,499,211000,12,"Salaried",0.3,0,0,"Very Poor"
"LN0746",48,467356,629,29559,48,"Self-Employed",0.59,0,0,"Fair"
"LN0747",44,689444,716,102743,36,"Salaried",0.1,0,0,"Good"
"LN0748",65,536110,712,121729,60,"Salaried",0.52,1,0,"Good"
"LN0749",53,491244,686,205462,60,"Salaried",0.24,1,0,"Good"
"LN0750",36,544065,763,24730,60,"Salaried",0.37,1,0,"Excellent"
"LN0751",41,813047,505,95768,60,"Self-Employed",0.12,0,0,"Poor"
"LN0752",56,913566,562,203217,36,"Salaried",0.5,0,0,"Poor"
"LN0753",48,471378,648,226420,12,"Salaried",0.38,0,0,"Fair"
"LN0754",40,604104,662,173280,36,"Government",0.46,0,0,"Fair"
"LN0755",23,535163,607,284762,12,"Salaried",0.47,3,0,"Fair"
"LN0756",43,971479,746,10000,48,"Salaried",0.43,1,0,"Excellent"
"LN0757",58,718153,487,168392,36,"Salaried",0.3,0,0,"Very Poor"
"LN0758",62,243875,569,144556,48,"Salaried",0.59,0,0,"Poor"
"LN0759",54,513178,778,69861,60,"Salaried",0.42,2,0,"Excellent"
"LN0760",25,180000,721,105199,60,"Self-Employed",0.23,0,0,"Good"
"LN0761",39,581407,529,169245,48,"Self-Employed",0.56,0,0,"Poor"
"LN0762",58,740793,716,247115,24,"Salaried",0.56,0,0,"Good"
"LN0763",56,421102,679,170189,48,"Salaried",0.36,2,0,"Good"
"LN0764",63,343499,544,202193,24,"Self-Employed",0.48,0,0,"Poor"
"LN0765",46,851157,679,75689,60,"Salaried",0.14,1,0,"Good"
"LN0766",60,407074,721,114424,24,"Government",0.05,1,0,"Good"
"LN0767",35,781557,570,146853,36,"Self-Employed",0.63,2,0,"Poor"
"LN0768",48,642815,692,161446,12,"Self-Employed",0.09,1,0,"Good"
"LN0769",31,776205,551,192336,12,"Salaried",0.41,0,0,"Poor"
"LN0770",44,800509,692,135155,24,"Salaried",0.26,0,0,"Good"
"LN0771",31,827982,571,211334,60,"Government",0.24,0,0,"Poor"
"LN0772",42,847207,620,171146,36,"Salaried",0.6,1,0,"Fair"
"LN0773",62,659080,567,41534,60,"Salaried",0.31,0,0,"Poor"
"LN0774",60,634352,706,178726,36,"Salaried",0.55,0,0,"Good"
"LN0775",27,408922,638,13340,60,"Salaried",0.41,1,0,"Fair"
"LN0776",49,357918,690,99126,36,"Salaried",0.5,3,0,"Good"
"LN0777",29,479723,699,173235,24,"Self-Employed",0.31,0,0,"Good"
"LN0778",52,572837,650,45696,12,"Self-Employed",0.21,0,0,"Fair"
"LN0779",47,402545,643,140872,60,"Self-Employed",0.2,0,0,"Fair"
"LN0780",45,766385,682,142563,36,"Salaried",0.36,1,0,"Good"
"LN0781",58,440988,697,140195,36,"Self-Employed",0.5,1,0,"Good"
"LN0782",40,668093,649,79335,48,"Salaried",0.34,0,0,"Fair"
"LN0783",41,774086,683,198014,60,"Salaried",0.33,1,0,"Good"
"LN0784",32,363568,714,207371,24,"Salaried",0.31,5,0,"Good"
"LN0785",48,804579,704,118730,48,"Self-Employed",0.21,0,0,"Good"
"LN0786",28,180000,755,184231,48,"Salaried",0.13,0,0,"Excellent"
"LN0787",63,645953,499,83032,36,"Salaried",0.07,0,0,"Very Poor"
"LN0788",65,902342,678,151805,36,"Government",0.27,2,0,"Good"
"LN0789",25,711088,662,210805,48,"Self-Employed",0.22,0,0,"Fair"
"LN0790",52,782976,589,169657,36,"Self-Employed",0.14,0,0,"Fair"
"LN0791",56,489321,590,161311,48,"Salaried",0.44,3,0,"Fair"
"LN0792",22,659675,692,257246,60,"Salaried",0.55,0,0,"Good"
"LN0793",26,821276,622,90072,60,"Salaried",0.49,1,0,"Fair"
"LN0794",38,334170,629,212127,12,"Self-Employed",0.23,1,0,"Fair"
"LN0795",64,800339,691,168255,24,"Government",0.11,0,0,"Good"
"LN0796",22,318139,741,91088,24,"Self-Employed",0.38,2,0,"Excellent"
"LN0797",45,500244,815,144366,60,"Salaried",0.61,1,0,"Excellent"
"LN0798",54,1124551,712,119910,12,"Self-Employed",0.55,0,0,"Good"
"LN0799",39,702133,810,203058,36,"Government",0.14,0,0,"Excellent"
"LN0800",24,581831,752,182856,24,"Salaried",0.5,1,0,"Excellent"
"LN0801",26,795753,677,10000,24,"Salaried",0.21,0,0,"Good"
"LN0802",60,551238,670,281874,36,"Salaried",0.12,1,0,"Fair"
"LN0803",27,724362,804,10000,36,"Salaried",0.39,2,0,"Excellent"
"LN0804",37,531081,569,204960,36,"Self-Employed",0.05,0,0,"Poor"
"LN0805",34,180000,655,90099,24,"Self-Employed",0.45,2,0,"Fair"
"LN0806",54,694478,665,235529,48,"Salaried",0.28,0,0,"Fair"
"LN0807",31,497704,463,181746,48,"Salaried",0.35,0,0,"Very Poor"
"LN0808",35,485280,622,260828,12,"Salaried",0.51,0,0,"Fair"
"LN0809",63,600759,678,135754,60,"Self-Employed",0.22,3,0,"Good"
"LN0810",55,868510,424,10000,36,"Salaried",0.32,1,0,"Very Poor"
"LN0811",37,659092,679,131439,48,"Salaried",0.07,0,0,"Good"
"LN0812",62,768357,627,158475,36,"Self-Employed",0.37,0,0,"Fair"
"LN0813",38,725813,685,247406,36,"Salaried",0.14,0,0,"Good"
"LN0814",23,620320,707,56259,12,"Salaried",0.41,0,0,"Good"
"LN0815",36,734224,764,128682,36,"Self-Employed",0.41,5,0,"Excellent"
"LN0816",44,572337,515,113625,60,"Salaried",0.26,0,0,"Poor"
"LN0817",48,350138,653,270395,48,"Self-Employed",0.43,0,0,"Fair"
"LN0818",61,669527,599,20197,36,"Salaried",0.23,0,0,"Fair"
"LN0819",24,180000,652,234724,60,"Salaried",0.41,0,0,"Fair"
"LN0820",55,402758,640,242558,48,"Self-Employed",0.2,0,0,"Fair"
"LN0821",24,588092,556,140883,24,"Self-Employed",0.33,0,0,"Poor"
"LN0822",64,567848,505,218415,60,"Self-Employed",0.37,0,0,"Poor"
"LN0823",58,515928,820,190891,24,"Salaried",0.35,1,0,"Excellent"
"LN0824",43,797718,544,92846,12,"Salaried",0.57,1,0,"Poor"
"LN0825",54,386077,672,94402,36,"Salaried",0.37,2,0,"Good"
"LN0826",24,180000,561,10000,36,"Salaried",0.52,0,0,"Poor"
"LN0827",35,756090,771,276517,36,"Salaried",0.65,1,0,"Excellent"
"LN0828",59,609021,509,253747,48,"Salaried",0.27,0,0,"Poor"
"LN0829",37,578302,579,251628,24,"Self-Employed",0.35,0,0,"Poor"
"LN0830",31,521755,552,148714,48,"Self-Employed",0.47,1,0,"Poor"
"LN0831",48,262600,654,103459,60,"Salaried",0.14,0,0,"Fair"
"LN0832",29,409459,611,17714,60,"Self-Employed",0.2,1,0,"Fair"
"LN0833",44,701483,841,104047,48,"Self-Employed",0.56,1,0,"Excellent"
"LN0834",30,603763,650,77390,24,"Salaried",0.43,0,0,"Fair"
"LN0835",56,316218,757,40757,12,"Salaried",0.61,0,0,"Excellent"
"LN0836",55,719634,716,174664,48,"Government",0.1,1,0,"Good"
"LN0837",59,757276,705,112190,12,"Self-Employed",0.53,2,0,"Good"
"LN0838",55,573073,691,185698,48,"Salaried",0.18,0,0,"Good"
"LN0839",51,596723,672,87987,24,"Salaried",0.32,0,0,"Good"
"LN0840",46,881828,593,314855,12,"Self-Employed",0.49,0,0,"Fair"
"LN0841",51,678968,623,356832,24,"Salaried",0.09,0,0,"Fair"
"LN0842",30,843975,688,269985,60,"Salaried",0.38,0,0,"Good"
"LN0843",58,590985,452,141985,12,"Salaried",0.52,1,0,"Very Poor"
"LN0844",38,895898,502,201775,12,"Government",0.46,3,0,"Poor"
"LN0845",65,584863,616,37633,60,"Government",0.57,0,0,"Fair"
"LN0846",41,783550,501,43271,48,"Government",0.54,0,0,"Poor"
"LN0847",57,531044,659,114262,12,"Salaried",0.12,0,0,"Fair"
"LN0848",59,384599,688,285250,12,"Salaried",0.06,0,0,"Good"
"LN0849",55,800321,721,132131,24,"Salaried",0.14,3,0,"Good"
"LN0850",24,1059201,739,223875,36,"Government",0.16,0,0,"Good"
"LN0851",38,534824,695,146038,48,"Salaried",0.2,0,0,"Good"
"LN0852",45,893771,694,122249,60,"Salaried",0.64,3,0,"Good"
"LN0853",32,552618,669,165940,48,"Self-Employed",0.16,0,0,"Fair"
"LN0854",29,784699,653,139414,36,"Government",0.05,0,0,"Fair"
"LN0855",60,402162,585,266339,60,"Self-Employed",0.34,0,0,"Fair"
"LN0856",41,655129,828,44349,36,"Salaried",0.24,0,0,"Excellent"
"LN0857",49,447268,587,158737,60,"Government",0.07,3,0,"Fair"
"LN0858",44,329578,786,147962,36,"Self-Employed",0.33,0,0,"Excellent"
"LN0859",54,731005,725,139187,24,"Self-Employed",0.38,0,0,"Good"
"LN0860",40,921929,813,98758,60,"Salaried",0.13,0,0,"Excellent"
"LN0861",37,442299,709,207399,24,"Salaried",0.27,0,0,"Good"
"LN0862",61,423225,616,31847,12,"Self-Employed",0.32,0,0,"Fair"
"LN0863",31,385497,625,210328,12,"Self-Employed",0.59,0,0,"Fair"
"LN0864",31,508372,541,10000,12,"Self-Employed",0.43,0,0,"Poor"
"LN0865",40,733129,733,274248,24,"Salaried",0.14,0,0,"Good"
"LN0866",34,742446,654,206165,12,"Salaried",0.39,1,0,"Fair"
"LN0867",44,688591,645,154122,12,"Self-Employed",0.63,0,0,"Fair"
"LN0868",65,751917,656,10000,24,"Government",0.56,0,0,"Fair"
"LN0869",61,506224,599,143114,36,"Salaried",0.31,3,0,"Fair"
"LN0870",59,565458,616,90931,12,"Self-Employed",0.63,1,0,"Fair"
"LN0871",60,736410,712,243418,36,"Salaried",0.38,0,0,"Good"
"LN0872",60,543685,755,19388,12,"Salaried",0.29,1,0,"Excellent"
"LN0873",58,407675,655,20950,48,"Self-Employed",0.17,0,0,"Fair"
"LN0874",22,324470,670,132027,60,"Self-Employed",0.36,0,0,"Fair"
"LN0875",64,1139517,669,145587,60,"Self-Employed",0.07,0,0,"Fair"
"LN0876",55,260057,665,99811,36,"Salaried",0.22,0,0,"Fair"
"LN0877",44,605863,631,135252,60,"Salaried",0.09,2,0,"Fair"
"LN0878",63,986863,696,128956,60,"Self-Employed",0.45,0,0,"Good"
"LN0879",59,767502,706,107948,12,"Government",0.38,0,0,"Good"
"LN0880",57,562931,666,95982,60,"Salaried",0.65,0,0,"Fair"
"LN0881",33,706666,694,137457,24,"Salaried",0.34,0,0,"Good"
"LN0882",27,956991,604,227539,24,"Self-Employed",0.36,0,0,"Fair"
"LN0883",38,637926,665,299061,60,"Self-Employed",0.59,2,0,"Fair"
"LN0884",22,486182,700,231509,60,"Salaried",0.18,2,0,"Good"
"LN0885",64,890379,641,153655,48,"Salaried",0.32,2,0,"Fair"
"LN0886",41,973799,640,53857,48,"Salaried",0.41,0,0,"Fair"
"LN0887",47,403089,613,222748,48,"Self-Employed",0.59,2,0,"Fair"
"LN0888",40,743751,696,266957,12,"Self-Employed",0.17,2,0,"Good"
"LN0889",58,625869,670,135230,36,"Self-Employed",0.62,0,0,"Fair"
"LN0890",24,740328,864,134787,24,"Salaried",0.2,5,0,"Excellent"
"LN0891",40,705340,639,249464,24,"Government",0.41,0,0,"Fair"
"LN0892",41,595897,659,164847,12,"Government",0.59,0,0,"Fair"
"LN0893",52,687650,569,331682,24,"Salaried",0.55,0,0,"Poor"
"LN0894",35,357894,721,145876,60,"Self-Employed",0.55,0,0,"Good"
"LN0895",55,319116,625,20756,48,"Self-Employed",0.26,0,0,"Fair"
"LN0896",54,744150,661,234636,12,"Salaried",0.65,1,0,"Fair"
"LN0897",43,617207,726,178952,36,"Salaried",0.09,1,0,"Good"
"LN0898",28,573677,772,128730,24,"Salaried",0.1,0,0,"Excellent"
"LN0899",59,264790,630,49537,12,"Salaried",0.3,3,0,"Fair"
"LN0900",65,486100,621,220119,60,"Salaried",0.51,0,0,"Fair"
"LN0901",64,638441,667,197411,36,"Government",0.31,0,0,"Fair"
"LN0902",31,502735,747,171722,12,"Salaried",0.2,2,0,"Excellent"
"LN0903",51,616257,659,274262,36,"Self-Employed",0.12,0,0,"Fair"
"LN0904",46,676979,665,64895,36,"Salaried",0.11,2,0,"Fair"
"LN0905",31,572500,713,166546,48,"Salaried",0.32,0,0,"Good"
"LN0906",51,685519,709,130085,24,"Salaried",0.37,0,0,"Good"
"LN0907",48,551387,737,191231,24,"Salaried",0.61,0,0,"Good"
"LN0908",40,536329,494,185423,24,"Self-Employed",0.36,0,0,"Very Poor"
"LN0909",63,549179,555,140631,48,"Self-Employed",0.25,2,0,"Poor"
"LN0910",30,727777,556,30173,12,"Self-Employed",0.48,0,0,"Poor"
"LN0911",43,764213,680,153776,36,"Salaried",0.63,0,0,"Good"
"LN0912",48,1067096,541,268421,60,"Salaried",0.29,3,0,"Poor"
"LN0913",29,403338,632,10000,48,"Salaried",0.15,0,0,"Fair"
"LN0914",40,458509,684,106916,36,"Salaried",0.5,0,0,"Good"
"LN0915",28,728830,805,190223,12,"Government",0.1,3,0,"Excellent"
"LN0916",47,927533,631,62535,48,"Self-Employed",0.22,0,0,"Fair"
"LN0917",37,845330,648,67918,36,"Salaried",0.09,2,0,"Fair"
"LN0918",29,506459,669,69037,36,"Government",0.3,0,0,"Fair"
"LN0919",44,464354,602,87389,60,"Self-Employed",0.43,0,0,"Fair"
"LN0920",42,939280,394,178765,24,"Self-Employed",0.18,0,0,"Very Poor"
"LN0921",37,908569,771,309890,12,"Self-Employed",0.29,0,0,"Excellent"
"LN0922",52,642906,623,194315,48,"Salaried",0.64,0,0,"Fair"
"LN0923",50,940138,593,85336,60,"Self-Employed",0.38,0,0,"Fair"
"LN0924",64,598403,673,105439,24,"Self-Employed",0.63,0,0,"Good"
"LN0925",48,436420,601,63152,36,"Salaried",0.55,5,0,"Fair"
"LN0926",31,589878,724,92416,24,"Self-Employed",0.18,0,0,"Good"
"LN0927",41,615984,614,94595,48,"Self-Employed",0.6,0,0,"Fair"
"LN0928",39,288086,718,263080,12,"Salaried",0.47,4,0,"Good"
"LN0929",37,565700,631,201277,48,"Salaried",0.24,0,0,"Fair"
"LN0930",29,516279,572,12598,60,"Self-Employed",0.33,0,0,"Poor"
"LN0931",42,698257,709,216095,36,"Government",0.62,0,0,"Good"
"LN0932",58,493754,845,252462,48,"Self-Employed",0.5,0,0,"Excellent"
"LN0933",44,696444,571,131492,48,"Salaried",0.32,0,0,"Poor"
"LN0934",23,707258,615,258706,36,"Self-Employed",0.36,0,0,"Fair"
"LN0935",54,544135,556,177299,60,"Salaried",0.27,0,0,"Poor"
"LN0936",49,591299,777,201379,12,"Salaried",0.14,2,0,"Excellent"
"LN0937",52,1076303,660,124303,60,"Salaried",0.1,2,0,"Fair"
"LN0938",49,909606,464,265216,48,"Self-Employed",0.29,2,0,"Very Poor"
"LN0939",63,910952,474,154299,24,"Self-Employed",0.14,1,0,"Very Poor"
"LN0940",30,611622,725,128423,48,"Self-Employed",0.11,1,0,"Good"
"LN0941",54,432044,674,187341,12,"Salaried",0.33,2,0,"Good"
"LN0942",38,714225,491,141143,36,"Salaried",0.08,2,0,"Very Poor"
"LN0943",27,613210,554,129515,12,"Salaried",0.4,2,0,"Poor"
"LN0944",33,1316932,682,208087,24,"Self-Employed",0.38,0,0,"Good"
"LN0945",40,213621,654,133921,36,"Salaried",0.15,0,0,"Fair"
"LN0946",54,559433,501,116186,24,"Self-Employed",0.51,2,0,"Poor"
"LN0947",32,896743,710,106626,60,"Self-Employed",0.57,1,0,"Good"
"LN0948",49,180297,616,38786,12,"Government",0.44,3,0,"Fair"
"LN0949",48,548070,750,278571,60,"Salaried",0.59,0,0,"Excellent"
"LN0950",37,666814,686,97773,36,"Salaried",0.53,1,0,"Good"
"LN0951",35,556072,745,119571,12,"Self-Employed",0.07,1,0,"Excellent"
"LN0952",44,413646,493,156939,24,"Self-Employed",0.44,2,0,"Very Poor"
"LN0953",58,575552,710,98075,24,"Self-Employed",0.19,0,0,"Good"
"LN0954",61,867706,734,10000,36,"Salaried",0.58,0,0,"Good"
"LN0955",40,330334,692,185886,12,"Self-Employed",0.51,0,0,"Good"
"LN0956",65,882967,561,191871,60,"Self-Employed",0.06,1,0,"Poor"
"LN0957",28,782810,646,130310,60,"Self-Employed",0.55,0,0,"Fair"
"LN0958",54,352662,497,106436,60,"Self-Employed",0.41,0,0,"Very Poor"
"LN0959",45,299848,604,85705,12,"Self-Employed",0.4,0,0,"Fair"
"LN0960",36,606908,590,306358,48,"Self-Employed",0.64,0,0,"Fair"
"LN0961",29,657260,678,126249,24,"Government",0.32,5,0,"Good"
"LN0962",27,837242,823,147168,60,"Salaried",0.48,0,0,"Excellent"
"LN0963",64,592490,677,158575,36,"Salaried",0.36,2,0,"Good"
"LN0964",55,684074,617,131550,24,"Government",0.1,0,0,"Fair"
"LN0965",54,857849,724,341206,60,"Salaried",0.45,0,0,"Good"
"LN0966",51,834138,711,149069,12,"Self-Employed",0.07,0,0,"Good"
"LN0967",58,765219,670,62875,24,"Government",0.4,1,0,"Fair"
"LN0968",58,664783,597,175102,36,"Salaried",0.58,0,0,"Fair"
"LN0969",64,676190,697,237658,12,"Salaried",0.65,0,0,"Good"
"LN0970",48,840524,705,68488,48,"Self-Employed",0.38,0,0,"Good"
"LN0971",48,820441,673,283670,60,"Self-Employed",0.19,1,0,"Good"
"LN0972",38,587697,804,172015,36,"Government",0.55,0,0,"Excellent"
"LN0973",38,672918,834,135451,12,"Salaried",0.2,0,0,"Excellent"
"LN0974",47,938510,571,219388,36,"Salaried",0.31,0,0,"Poor"
"LN0975",51,894273,682,37776,60,"Self-Employed",0.5,0,0,"Good"
"LN0976",48,404550,551,268584,12,"Salaried",0.07,0,0,"Poor"
"LN0977",40,889640,606,102656,48,"Self-Employed",0.57,0,0,"Fair"
"LN0978",34,582829,615,79200,60,"Salaried",0.64,0,0,"Fair"
"LN0979",39,285246,639,107805,36,"Salaried",0.37,2,0,"Fair"
"LN0980",31,858495,791,152483,48,"Salaried",0.23,0,0,"Excellent"
"LN0981",24,616894,584,74279,60,"Self-Employed",0.37,0,0,"Fair"
"LN0982",49,793409,691,10000,12,"Salaried",0.57,0,0,"Good"
"LN0983",42,987823,713,161657,12,"Salaried",0.32,2,0,"Good"
"LN0984",31,815975,669,218696,36,"Salaried",0.12,0,0,"Fair"
"LN0985",54,529281,695,133205,60,"Government",0.59,2,0,"Good"
"LN0986",32,573015,598,181906,60,"Self-Employed",0.09,0,0,"Fair"
"LN0987",34,402574,613,210890,12,"Self-Employed",0.26,1,0,"Fair"
"LN0988",28,435658,596,72767,12,"Self-Employed",0.1,0,0,"Fair"
"LN0989",61,697906,475,286340,48,"Self-Employed",0.28,2,0,"Very Poor"
"LN0990",57,540145,700,84735,36,"Salaried",0.52,0,0,"Good"
"LN0991",35,731651,617,154040,60,"Salaried",0.58,0,0,"Fair"
"LN0992",26,766482,636,295467,48,"Self-Employed",0.3,0,0,"Fair"
"LN0993",41,672693,703,168699,36,"Salaried",0.58,4,0,"Good"
"LN0994",44,520271,654,147697,60,"Self-Employed",0.54,1,0,"Fair"
"LN0995",40,300414,641,59171,24,"Self-Employed",0.27,2,0,"Fair"
"LN0996",24,622926,608,57410,12,"Government",0.08,1,0,"Fair"
"LN0997",23,392437,779,106213,60,"Self-Employed",0.27,0,0,"Excellent"
"LN0998",59,729196,661,115314,24,"Salaried",0.12,0,0,"Fair"
"LN0999",60,754569,660,282999,48,"Salaried",0.61,0,0,"Fair"
"LN1000",31,663203,728,104950,36,"Self-Employed",0.39,0,0,"Good"
